"","state","county_name","party_simplified","votes","first_digit","second_digit"
"2805","MISSOURI","DALLAS","REPUBLICAN",6619,"6","6"
"2806","MISSOURI","DAVIESS","DEMOCRAT",746,"7","4"
"2807","MISSOURI","DAVIESS","REPUBLICAN",3102,"3","1"
"2808","MISSOURI","DE KALB","DEMOCRAT",930,"9","3"
"2809","MISSOURI","DE KALB","REPUBLICAN",3828,"3","8"
"2810","MISSOURI","DENT","DEMOCRAT",1056,"1","0"
"2811","MISSOURI","DENT","REPUBLICAN",5987,"5","9"
"2812","MISSOURI","DOUGLAS","DEMOCRAT",1016,"1","0"
"2813","MISSOURI","DOUGLAS","REPUBLICAN",5898,"5","8"
"2814","MISSOURI","DUNKLIN","DEMOCRAT",2200,"2","2"
"2815","MISSOURI","DUNKLIN","REPUBLICAN",8135,"8","1"
"2816","MISSOURI","FRANKLIN","DEMOCRAT",14569,"1","4"
"2817","MISSOURI","FRANKLIN","REPUBLICAN",38058,"3","8"
"2818","MISSOURI","GASCONADE","DEMOCRAT",1601,"1","6"
"2819","MISSOURI","GASCONADE","REPUBLICAN",6222,"6","2"
"2820","MISSOURI","GENTRY","DEMOCRAT",613,"6","1"
"2821","MISSOURI","GENTRY","REPUBLICAN",2581,"2","5"
"2822","MISSOURI","GREENE","DEMOCRAT",55068,"5","5"
"2823","MISSOURI","GREENE","REPUBLICAN",83630,"8","3"
"2824","MISSOURI","GRUNDY","DEMOCRAT",799,"7","9"
"2825","MISSOURI","GRUNDY","REPUBLICAN",3585,"3","5"
"2826","MISSOURI","HARRISON","DEMOCRAT",597,"5","9"
"2827","MISSOURI","HARRISON","REPUBLICAN",3198,"3","1"
"2828","MISSOURI","HENRY","DEMOCRAT",2619,"2","6"
"2829","MISSOURI","HENRY","REPUBLICAN",8027,"8","0"
"2830","MISSOURI","HICKORY","DEMOCRAT",1056,"1","0"
"2831","MISSOURI","HICKORY","REPUBLICAN",3966,"3","9"
"2832","MISSOURI","HOLT","DEMOCRAT",338,"3","3"
"2833","MISSOURI","HOLT","REPUBLICAN",1976,"1","9"
"2834","MISSOURI","HOWARD","DEMOCRAT",1413,"1","4"
"2835","MISSOURI","HOWARD","REPUBLICAN",3553,"3","5"
"2836","MISSOURI","HOWELL","DEMOCRAT",3218,"3","2"
"2837","MISSOURI","HOWELL","REPUBLICAN",15181,"1","5"
"2838","MISSOURI","IRON","DEMOCRAT",945,"9","4"
"2839","MISSOURI","IRON","REPUBLICAN",3596,"3","5"
"2840","MISSOURI","JACKSON","DEMOCRAT",92182,"9","2"
"2841","MISSOURI","JACKSON","REPUBLICAN",100142,"1","0"
"2842","MISSOURI","JASPER","DEMOCRAT",13549,"1","3"
"2843","MISSOURI","JASPER","REPUBLICAN",37728,"3","7"
"2844","MISSOURI","JEFFERSON","DEMOCRAT",37523,"3","7"
"2845","MISSOURI","JEFFERSON","REPUBLICAN",77046,"7","7"
"2846","MISSOURI","JOHNSON","DEMOCRAT",6974,"6","9"
"2847","MISSOURI","JOHNSON","REPUBLICAN",15489,"1","5"
"2848","MISSOURI","KANSAS CITY","DEMOCRAT",107660,"1","0"
"2849","MISSOURI","KANSAS CITY","REPUBLICAN",26393,"2","6"
"2850","MISSOURI","KNOX","DEMOCRAT",340,"3","4"
"2851","MISSOURI","KNOX","REPUBLICAN",1486,"1","4"
"2852","MISSOURI","LACLEDE","DEMOCRAT",2780,"2","7"
"2853","MISSOURI","LACLEDE","REPUBLICAN",13762,"1","3"
"2854","MISSOURI","LAFAYETTE","DEMOCRAT",4472,"4","4"
"2855","MISSOURI","LAFAYETTE","REPUBLICAN",12273,"1","2"
"2856","MISSOURI","LAWRENCE","DEMOCRAT",3214,"3","2"
"2857","MISSOURI","LAWRENCE","REPUBLICAN",14426,"1","4"
"2858","MISSOURI","LEWIS","DEMOCRAT",984,"9","8"
"2859","MISSOURI","LEWIS","REPUBLICAN",3553,"3","5"
"2860","MISSOURI","LINCOLN","DEMOCRAT",6607,"6","6"
"2861","MISSOURI","LINCOLN","REPUBLICAN",21848,"2","1"
"2862","MISSOURI","LINN","DEMOCRAT",1275,"1","2"
"2863","MISSOURI","LINN","REPUBLICAN",4363,"4","3"
"2864","MISSOURI","LIVINGSTON","DEMOCRAT",1410,"1","4"
"2865","MISSOURI","LIVINGSTON","REPUBLICAN",5267,"5","2"
"2866","MISSOURI","MACON","DEMOCRAT",1662,"1","6"
"2867","MISSOURI","MACON","REPUBLICAN",6076,"6","0"
"2868","MISSOURI","MADISON","DEMOCRAT",1019,"1","0"
"2869","MISSOURI","MADISON","REPUBLICAN",4584,"4","5"
"2870","MISSOURI","MARIES","DEMOCRAT",814,"8","1"
"2871","MISSOURI","MARIES","REPUBLICAN",3892,"3","8"
"2872","MISSOURI","MARION","DEMOCRAT",3202,"3","2"
"2873","MISSOURI","MARION","REPUBLICAN",9915,"9","9"
"2874","MISSOURI","MCDONALD","DEMOCRAT",1439,"1","4"
"2875","MISSOURI","MCDONALD","REPUBLICAN",7465,"7","4"
"2876","MISSOURI","MERCER","DEMOCRAT",222,"2","2"
"2877","MISSOURI","MERCER","REPUBLICAN",1541,"1","5"
"2878","MISSOURI","MILLER","DEMOCRAT",2038,"2","0"
"2879","MISSOURI","MILLER","REPUBLICAN",10176,"1","0"
"2880","MISSOURI","MISSISSIPPI","DEMOCRAT",1178,"1","1"
"2881","MISSOURI","MISSISSIPPI","REPUBLICAN",3537,"3","5"
"2882","MISSOURI","MONITEAU","DEMOCRAT",1308,"1","3"
"2883","MISSOURI","MONITEAU","REPUBLICAN",5744,"5","7"
"2884","MISSOURI","MONROE","DEMOCRAT",936,"9","3"
"2885","MISSOURI","MONROE","REPUBLICAN",3477,"3","4"
"2886","MISSOURI","MONTGOMERY","DEMOCRAT",1208,"1","2"
"2887","MISSOURI","MONTGOMERY","REPUBLICAN",4465,"4","4"
"2888","MISSOURI","MORGAN","DEMOCRAT",1924,"1","9"
"2889","MISSOURI","MORGAN","REPUBLICAN",7442,"7","4"
"2890","MISSOURI","NEW MADRID","DEMOCRAT",1748,"1","7"
"2891","MISSOURI","NEW MADRID","REPUBLICAN",5447,"5","4"
"2892","MISSOURI","NEWTON","DEMOCRAT",5818,"5","8"
"2893","MISSOURI","NEWTON","REPUBLICAN",22120,"2","2"
"2894","MISSOURI","NODAWAY","DEMOCRAT",2853,"2","8"
"2895","MISSOURI","NODAWAY","REPUBLICAN",6865,"6","8"
"2896","MISSOURI","OREGON","DEMOCRAT",823,"8","2"
"2897","MISSOURI","OREGON","REPUBLICAN",3847,"3","8"
"2898","MISSOURI","OSAGE","DEMOCRAT",1037,"1","0"
"2899","MISSOURI","OSAGE","REPUBLICAN",6425,"6","4"
"2900","MISSOURI","OZARK","DEMOCRAT",752,"7","5"
"2901","MISSOURI","OZARK","REPUBLICAN",4064,"4","0"
"2902","MISSOURI","PEMISCOT","DEMOCRAT",1560,"1","5"
"2903","MISSOURI","PEMISCOT","REPUBLICAN",4120,"4","1"
"2904","MISSOURI","PERRY","DEMOCRAT",1664,"1","6"
"2905","MISSOURI","PERRY","REPUBLICAN",7657,"7","6"
"2906","MISSOURI","PETTIS","DEMOCRAT",4783,"4","7"
"2907","MISSOURI","PETTIS","REPUBLICAN",13854,"1","3"
"2908","MISSOURI","PHELPS","DEMOCRAT",5637,"5","6"
"2909","MISSOURI","PHELPS","REPUBLICAN",13480,"1","3"
"2910","MISSOURI","PIKE","DEMOCRAT",1717,"1","7"
"2911","MISSOURI","PIKE","REPUBLICAN",5863,"5","8"
"2912","MISSOURI","PLATTE","DEMOCRAT",27179,"2","7"
"2913","MISSOURI","PLATTE","REPUBLICAN",28917,"2","8"
"2914","MISSOURI","POLK","DEMOCRAT",2885,"2","8"
"2915","MISSOURI","POLK","REPUBLICAN",11850,"1","1"
"2916","MISSOURI","PULASKI","DEMOCRAT",3740,"3","7"
"2917","MISSOURI","PULASKI","REPUBLICAN",10329,"1","0"
"2918","MISSOURI","PUTNAM","DEMOCRAT",361,"3","6"
"2919","MISSOURI","PUTNAM","REPUBLICAN",1984,"1","9"
"2920","MISSOURI","RALLS","DEMOCRAT",1205,"1","2"
"2921","MISSOURI","RALLS","REPUBLICAN",4396,"4","3"
"2922","MISSOURI","RANDOLPH","DEMOCRAT",2485,"2","4"
"2923","MISSOURI","RANDOLPH","REPUBLICAN",8018,"8","0"
"2924","MISSOURI","RAY","DEMOCRAT",3109,"3","1"
"2925","MISSOURI","RAY","REPUBLICAN",8345,"8","3"
"2926","MISSOURI","REYNOLDS","DEMOCRAT",529,"5","2"
"2927","MISSOURI","REYNOLDS","REPUBLICAN",2733,"2","7"
"2928","MISSOURI","RIPLEY","DEMOCRAT",833,"8","3"
"2929","MISSOURI","RIPLEY","REPUBLICAN",4839,"4","8"
"2930","MISSOURI","SALINE","DEMOCRAT",2904,"2","9"
"2931","MISSOURI","SALINE","REPUBLICAN",6451,"6","4"
"2932","MISSOURI","SCHUYLER","DEMOCRAT",373,"3","7"
"2933","MISSOURI","SCHUYLER","REPUBLICAN",1606,"1","6"
"2934","MISSOURI","SCOTLAND","DEMOCRAT",388,"3","8"
"2935","MISSOURI","SCOTLAND","REPUBLICAN",1560,"1","5"
"2936","MISSOURI","SCOTT","DEMOCRAT",3753,"3","7"
"2937","MISSOURI","SCOTT","REPUBLICAN",13769,"1","3"
"2938","MISSOURI","SHANNON","DEMOCRAT",706,"7","0"
"2939","MISSOURI","SHANNON","REPUBLICAN",3165,"3","1"
"2940","MISSOURI","SHELBY","DEMOCRAT",592,"5","9"
"2941","MISSOURI","SHELBY","REPUBLICAN",2700,"2","7"
"2942","MISSOURI","ST CHARLES","DEMOCRAT",89530,"8","9"
"2943","MISSOURI","ST CHARLES","REPUBLICAN",128389,"1","2"
"2944","MISSOURI","ST CLAIR","DEMOCRAT",988,"9","8"
"2945","MISSOURI","ST CLAIR","REPUBLICAN",3932,"3","9"
"2946","MISSOURI","ST FRANCOIS","DEMOCRAT",7044,"7","0"
"2947","MISSOURI","ST FRANCOIS","REPUBLICAN",20511,"2","0"
"2948","MISSOURI","ST LOUIS CITY","DEMOCRAT",110089,"1","1"
"2949","MISSOURI","ST LOUIS CITY","REPUBLICAN",21474,"2","1"
"2950","MISSOURI","ST LOUIS COUNTY","DEMOCRAT",328151,"3","2"
"2951","MISSOURI","ST LOUIS COUNTY","REPUBLICAN",199493,"1","9"
"2952","MISSOURI","STE GENEVIEVE","DEMOCRAT",2713,"2","7"
"2953","MISSOURI","STE GENEVIEVE","REPUBLICAN",6630,"6","6"
"2954","MISSOURI","STODDARD","DEMOCRAT",1819,"1","8"
"2955","MISSOURI","STODDARD","REPUBLICAN",11484,"1","1"
"2956","MISSOURI","STONE","DEMOCRAT",3506,"3","5"
"2957","MISSOURI","STONE","REPUBLICAN",14800,"1","4"
"2958","MISSOURI","SULLIVAN","DEMOCRAT",478,"4","7"
"2959","MISSOURI","SULLIVAN","REPUBLICAN",1974,"1","9"
"2960","MISSOURI","TANEY","DEMOCRAT",5339,"5","3"
"2961","MISSOURI","TANEY","REPUBLICAN",20508,"2","0"
"2962","MISSOURI","TEXAS","DEMOCRAT",1716,"1","7"
"2963","MISSOURI","TEXAS","REPUBLICAN",9478,"9","4"
"2964","MISSOURI","VERNON","DEMOCRAT",1903,"1","9"
"2965","MISSOURI","VERNON","REPUBLICAN",7155,"7","1"
"2966","MISSOURI","WARREN","DEMOCRAT",4769,"4","7"
"2967","MISSOURI","WARREN","REPUBLICAN",13222,"1","3"
"2968","MISSOURI","WASHINGTON","DEMOCRAT",1804,"1","8"
"2969","MISSOURI","WASHINGTON","REPUBLICAN",8047,"8","0"
"2970","MISSOURI","WAYNE","DEMOCRAT",845,"8","4"
"2971","MISSOURI","WAYNE","REPUBLICAN",4987,"4","9"
"2972","MISSOURI","WEBSTER","DEMOCRAT",3573,"3","5"
"2973","MISSOURI","WEBSTER","REPUBLICAN",14880,"1","4"
"2974","MISSOURI","WORTH","DEMOCRAT",215,"2","1"
"2975","MISSOURI","WORTH","REPUBLICAN",877,"8","7"
"2976","MISSOURI","WRIGHT","DEMOCRAT",1168,"1","1"
"2977","MISSOURI","WRIGHT","REPUBLICAN",7453,"7","4"
"2978","MONTANA","BEAVERHEAD","DEMOCRAT",1608,"1","6"
"2979","MONTANA","BEAVERHEAD","REPUBLICAN",3923,"3","9"
"2980","MONTANA","BIG HORN","DEMOCRAT",2491,"2","4"
"2981","MONTANA","BIG HORN","REPUBLICAN",2207,"2","2"
"2982","MONTANA","BLAINE","DEMOCRAT",1589,"1","5"
"2983","MONTANA","BLAINE","REPUBLICAN",1469,"1","4"
"2984","MONTANA","BROADWATER","DEMOCRAT",835,"8","3"
"2985","MONTANA","BROADWATER","REPUBLICAN",3173,"3","1"
"2986","MONTANA","CARBON","DEMOCRAT",2421,"2","4"
"2987","MONTANA","CARBON","REPUBLICAN",4468,"4","4"
"2988","MONTANA","CARTER","DEMOCRAT",74,"7","4"
"2989","MONTANA","CARTER","REPUBLICAN",775,"7","7"
"2990","MONTANA","CASCADE","DEMOCRAT",15456,"1","5"
"2991","MONTANA","CASCADE","REPUBLICAN",23315,"2","3"
"2992","MONTANA","CHOUTEAU","DEMOCRAT",991,"9","9"
"2993","MONTANA","CHOUTEAU","REPUBLICAN",1891,"1","8"
"2994","MONTANA","CUSTER","DEMOCRAT",1514,"1","5"
"2995","MONTANA","CUSTER","REPUBLICAN",4205,"4","2"
"2996","MONTANA","DANIELS","DEMOCRAT",195,"1","9"
"2997","MONTANA","DANIELS","REPUBLICAN",799,"7","9"
"2998","MONTANA","DAWSON","DEMOCRAT",962,"9","6"
"2999","MONTANA","DAWSON","REPUBLICAN",3758,"3","7"
"3000","MONTANA","DEER LODGE","DEMOCRAT",2562,"2","5"
"3001","MONTANA","DEER LODGE","REPUBLICAN",2186,"2","1"
"3002","MONTANA","FALLON","DEMOCRAT",172,"1","7"
"3003","MONTANA","FALLON","REPUBLICAN",1375,"1","3"
"3004","MONTANA","FERGUS","DEMOCRAT",1496,"1","4"
"3005","MONTANA","FERGUS","REPUBLICAN",4869,"4","8"
"3006","MONTANA","FLATHEAD","DEMOCRAT",20274,"2","0"
"3007","MONTANA","FLATHEAD","REPUBLICAN",38321,"3","8"
"3008","MONTANA","GALLATIN","DEMOCRAT",37044,"3","7"
"3009","MONTANA","GALLATIN","REPUBLICAN",31696,"3","1"
"3010","MONTANA","GARFIELD","DEMOCRAT",41,"4","1"
"3011","MONTANA","GARFIELD","REPUBLICAN",764,"7","6"
"3012","MONTANA","GLACIER","DEMOCRAT",3610,"3","6"
"3013","MONTANA","GLACIER","REPUBLICAN",1884,"1","8"
"3014","MONTANA","GOLDEN VALLEY","DEMOCRAT",78,"7","8"
"3015","MONTANA","GOLDEN VALLEY","REPUBLICAN",414,"4","1"
"3016","MONTANA","GRANITE","DEMOCRAT",638,"6","3"
"3017","MONTANA","GRANITE","REPUBLICAN",1419,"1","4"
"3018","MONTANA","HILL","DEMOCRAT",2981,"2","9"
"3019","MONTANA","HILL","REPUBLICAN",3957,"3","9"
"3020","MONTANA","JEFFERSON","DEMOCRAT",2625,"2","6"
"3021","MONTANA","JEFFERSON","REPUBLICAN",5345,"5","3"
"3022","MONTANA","JUDITH BASIN","DEMOCRAT",275,"2","7"
"3023","MONTANA","JUDITH BASIN","REPUBLICAN",1040,"1","0"
"3024","MONTANA","LAKE","DEMOCRAT",6916,"6","9"
"3025","MONTANA","LAKE","REPUBLICAN",9322,"9","3"
"3026","MONTANA","LEWIS AND CLARK","DEMOCRAT",19743,"1","9"
"3027","MONTANA","LEWIS AND CLARK","REPUBLICAN",21409,"2","1"
"3028","MONTANA","LIBERTY","DEMOCRAT",249,"2","4"
"3029","MONTANA","LIBERTY","REPUBLICAN",821,"8","2"
"3030","MONTANA","LINCOLN","DEMOCRAT",2835,"2","8"
"3031","MONTANA","LINCOLN","REPUBLICAN",8672,"8","6"
"3032","MONTANA","MADISON","DEMOCRAT",1771,"1","7"
"3033","MONTANA","MADISON","REPUBLICAN",4191,"4","1"
"3034","MONTANA","MCCONE","DEMOCRAT",155,"1","5"
"3035","MONTANA","MCCONE","REPUBLICAN",956,"9","5"
"3036","MONTANA","MEAGHER","DEMOCRAT",258,"2","5"
"3037","MONTANA","MEAGHER","REPUBLICAN",833,"8","3"
"3038","MONTANA","MINERAL","DEMOCRAT",686,"6","8"
"3039","MONTANA","MINERAL","REPUBLICAN",1828,"1","8"
"3040","MONTANA","MISSOULA","DEMOCRAT",43357,"4","3"
"3041","MONTANA","MISSOULA","REPUBLICAN",26347,"2","6"
"3042","MONTANA","MUSSELSHELL","DEMOCRAT",413,"4","1"
"3043","MONTANA","MUSSELSHELL","REPUBLICAN",2423,"2","4"
"3044","MONTANA","PARK","DEMOCRAT",5280,"5","2"
"3045","MONTANA","PARK","REPUBLICAN",6025,"6","0"
"3046","MONTANA","PETROLEUM","DEMOCRAT",39,"3","9"
"3047","MONTANA","PETROLEUM","REPUBLICAN",298,"2","9"
"3048","MONTANA","PHILLIPS","DEMOCRAT",416,"4","1"
"3049","MONTANA","PHILLIPS","REPUBLICAN",1936,"1","9"
"3050","MONTANA","PONDERA","DEMOCRAT",903,"9","0"
"3051","MONTANA","PONDERA","REPUBLICAN",2031,"2","0"
"3052","MONTANA","POWDER RIVER","DEMOCRAT",154,"1","5"
"3053","MONTANA","POWDER RIVER","REPUBLICAN",970,"9","7"
"3054","MONTANA","POWELL","DEMOCRAT",752,"7","5"
"3055","MONTANA","POWELL","REPUBLICAN",2355,"2","3"
"3056","MONTANA","PRAIRIE","DEMOCRAT",126,"1","2"
"3057","MONTANA","PRAIRIE","REPUBLICAN",603,"6","0"
"3058","MONTANA","RAVALLI","DEMOCRAT",8763,"8","7"
"3059","MONTANA","RAVALLI","REPUBLICAN",19114,"1","9"
"3060","MONTANA","RICHLAND","DEMOCRAT",875,"8","7"
"3061","MONTANA","RICHLAND","REPUBLICAN",4800,"4","8"
"3062","MONTANA","ROOSEVELT","DEMOCRAT",1910,"1","9"
"3063","MONTANA","ROOSEVELT","REPUBLICAN",1996,"1","9"
"3064","MONTANA","ROSEBUD","DEMOCRAT",1199,"1","1"
"3065","MONTANA","ROSEBUD","REPUBLICAN",2486,"2","4"
"3066","MONTANA","SANDERS","DEMOCRAT",1820,"1","8"
"3067","MONTANA","SANDERS","REPUBLICAN",5660,"5","6"
"3068","MONTANA","SHERIDAN","DEMOCRAT",574,"5","7"
"3069","MONTANA","SHERIDAN","REPUBLICAN",1403,"1","4"
"3070","MONTANA","SILVER BOW","DEMOCRAT",10392,"1","0"
"3071","MONTANA","SILVER BOW","REPUBLICAN",7745,"7","7"
"3072","MONTANA","STILLWATER","DEMOCRAT",1156,"1","1"
"3073","MONTANA","STILLWATER","REPUBLICAN",4462,"4","4"
"3074","MONTANA","SWEET GRASS","DEMOCRAT",549,"5","4"
"3075","MONTANA","SWEET GRASS","REPUBLICAN",1840,"1","8"
"3076","MONTANA","TETON","DEMOCRAT",1007,"1","0"
"3077","MONTANA","TETON","REPUBLICAN",2608,"2","6"
"3078","MONTANA","TOOLE","DEMOCRAT",467,"4","6"
"3079","MONTANA","TOOLE","REPUBLICAN",1596,"1","5"
"3080","MONTANA","TREASURE","DEMOCRAT",78,"7","8"
"3081","MONTANA","TREASURE","REPUBLICAN",373,"3","7"
"3082","MONTANA","VALLEY","DEMOCRAT",1030,"1","0"
"3083","MONTANA","VALLEY","REPUBLICAN",3135,"3","1"
"3084","MONTANA","WHEATLAND","DEMOCRAT",225,"2","2"
"3085","MONTANA","WHEATLAND","REPUBLICAN",823,"8","2"
"3086","MONTANA","WIBAUX","DEMOCRAT",77,"7","7"
"3087","MONTANA","WIBAUX","REPUBLICAN",516,"5","1"
"3088","MONTANA","YELLOWSTONE","DEMOCRAT",30679,"3","0"
"3089","MONTANA","YELLOWSTONE","REPUBLICAN",50772,"5","0"
"3090","NEBRASKA","ADAMS","DEMOCRAT",4213,"4","2"
"3091","NEBRASKA","ADAMS","REPUBLICAN",10085,"1","0"
"3092","NEBRASKA","ANTELOPE","DEMOCRAT",452,"4","5"
"3093","NEBRASKA","ANTELOPE","REPUBLICAN",3093,"3","0"
"3094","NEBRASKA","ARTHUR","DEMOCRAT",21,"2","1"
"3095","NEBRASKA","ARTHUR","REPUBLICAN",260,"2","6"
"3096","NEBRASKA","BANNER","DEMOCRAT",43,"4","3"
"3097","NEBRASKA","BANNER","REPUBLICAN",362,"3","6"
"3098","NEBRASKA","BLAINE","DEMOCRAT",35,"3","5"
"3099","NEBRASKA","BLAINE","REPUBLICAN",280,"2","8"
"3100","NEBRASKA","BOONE","DEMOCRAT",499,"4","9"
"3101","NEBRASKA","BOONE","REPUBLICAN",2653,"2","6"
"3102","NEBRASKA","BOX BUTTE","DEMOCRAT",1051,"1","0"
"3103","NEBRASKA","BOX BUTTE","REPUBLICAN",4002,"4","0"
"3104","NEBRASKA","BOYD","DEMOCRAT",135,"1","3"
"3105","NEBRASKA","BOYD","REPUBLICAN",1010,"1","0"
"3106","NEBRASKA","BROWN","DEMOCRAT",191,"1","9"
"3107","NEBRASKA","BROWN","REPUBLICAN",1470,"1","4"
"3108","NEBRASKA","BUFFALO","DEMOCRAT",6350,"6","3"
"3109","NEBRASKA","BUFFALO","REPUBLICAN",16640,"1","6"
"3110","NEBRASKA","BURT","DEMOCRAT",1063,"1","0"
"3111","NEBRASKA","BURT","REPUBLICAN",2580,"2","5"
"3112","NEBRASKA","BUTLER","DEMOCRAT",873,"8","7"
"3113","NEBRASKA","BUTLER","REPUBLICAN",3542,"3","5"
"3114","NEBRASKA","CASS","DEMOCRAT",4737,"4","7"
"3115","NEBRASKA","CASS","REPUBLICAN",10121,"1","0"
"3116","NEBRASKA","CEDAR","DEMOCRAT",725,"7","2"
"3117","NEBRASKA","CEDAR","REPUBLICAN",4174,"4","1"
"3118","NEBRASKA","CHASE","DEMOCRAT",226,"2","2"
"3119","NEBRASKA","CHASE","REPUBLICAN",1740,"1","7"
"3120","NEBRASKA","CHERRY","DEMOCRAT",373,"3","7"
"3121","NEBRASKA","CHERRY","REPUBLICAN",2844,"2","8"
"3122","NEBRASKA","CHEYENNE","DEMOCRAT",855,"8","5"
"3123","NEBRASKA","CHEYENNE","REPUBLICAN",3813,"3","8"
"3124","NEBRASKA","CLAY","DEMOCRAT",632,"6","3"
"3125","NEBRASKA","CLAY","REPUBLICAN",2848,"2","8"
"3126","NEBRASKA","COLFAX","DEMOCRAT",1025,"1","0"
"3127","NEBRASKA","COLFAX","REPUBLICAN",2636,"2","6"
"3128","NEBRASKA","CUMING","DEMOCRAT",870,"8","7"
"3129","NEBRASKA","CUMING","REPUBLICAN",3507,"3","5"
"3130","NEBRASKA","CUSTER","DEMOCRAT",786,"7","8"
"3131","NEBRASKA","CUSTER","REPUBLICAN",5090,"5","0"
"3132","NEBRASKA","DAKOTA","DEMOCRAT",2744,"2","7"
"3133","NEBRASKA","DAKOTA","REPUBLICAN",3926,"3","9"
"3134","NEBRASKA","DAWES","DEMOCRAT",1082,"1","0"
"3135","NEBRASKA","DAWES","REPUBLICAN",2931,"2","9"
"3136","NEBRASKA","DAWSON","DEMOCRAT",2497,"2","4"
"3137","NEBRASKA","DAWSON","REPUBLICAN",6524,"6","5"
"3138","NEBRASKA","DEUEL","DEMOCRAT",141,"1","4"
"3139","NEBRASKA","DEUEL","REPUBLICAN",871,"8","7"
"3140","NEBRASKA","DIXON","DEMOCRAT",651,"6","5"
"3141","NEBRASKA","DIXON","REPUBLICAN",2335,"2","3"
"3142","NEBRASKA","DODGE","DEMOCRAT",5544,"5","5"
"3143","NEBRASKA","DODGE","REPUBLICAN",10984,"1","0"
"3144","NEBRASKA","DOUGLAS","DEMOCRAT",150350,"1","5"
"3145","NEBRASKA","DOUGLAS","REPUBLICAN",119159,"1","1"
"3146","NEBRASKA","DUNDY","DEMOCRAT",105,"1","0"
"3147","NEBRASKA","DUNDY","REPUBLICAN",883,"8","8"
"3148","NEBRASKA","FILLMORE","DEMOCRAT",693,"6","9"
"3149","NEBRASKA","FILLMORE","REPUBLICAN",2359,"2","3"
"3150","NEBRASKA","FRANKLIN","DEMOCRAT",276,"2","7"
"3151","NEBRASKA","FRANKLIN","REPUBLICAN",1437,"1","4"
"3152","NEBRASKA","FRONTIER","DEMOCRAT",189,"1","8"
"3153","NEBRASKA","FRONTIER","REPUBLICAN",1229,"1","2"
"3154","NEBRASKA","FURNAS","DEMOCRAT",399,"3","9"
"3155","NEBRASKA","FURNAS","REPUBLICAN",2163,"2","1"
"3156","NEBRASKA","GAGE","DEMOCRAT",3385,"3","3"
"3157","NEBRASKA","GAGE","REPUBLICAN",7445,"7","4"
"3158","NEBRASKA","GARDEN","DEMOCRAT",161,"1","6"
"3159","NEBRASKA","GARDEN","REPUBLICAN",1016,"1","0"
"3160","NEBRASKA","GARFIELD","DEMOCRAT",133,"1","3"
"3161","NEBRASKA","GARFIELD","REPUBLICAN",933,"9","3"
"3162","NEBRASKA","GOSPER","DEMOCRAT",215,"2","1"
"3163","NEBRASKA","GOSPER","REPUBLICAN",893,"8","9"
"3164","NEBRASKA","GRANT","DEMOCRAT",20,"2","0"
"3165","NEBRASKA","GRANT","REPUBLICAN",375,"3","7"
"3166","NEBRASKA","GREELEY","DEMOCRAT",229,"2","2"
"3167","NEBRASKA","GREELEY","REPUBLICAN",1016,"1","0"
"3168","NEBRASKA","HALL","DEMOCRAT",7681,"7","6"
"3169","NEBRASKA","HALL","REPUBLICAN",16189,"1","6"
"3170","NEBRASKA","HAMILTON","DEMOCRAT",1118,"1","1"
"3171","NEBRASKA","HAMILTON","REPUBLICAN",4309,"4","3"
"3172","NEBRASKA","HARLAN","DEMOCRAT",282,"2","8"
"3173","NEBRASKA","HARLAN","REPUBLICAN",1615,"1","6"
"3174","NEBRASKA","HAYES","DEMOCRAT",34,"3","4"
"3175","NEBRASKA","HAYES","REPUBLICAN",494,"4","9"
"3176","NEBRASKA","HITCHCOCK","DEMOCRAT",175,"1","7"
"3177","NEBRASKA","HITCHCOCK","REPUBLICAN",1264,"1","2"
"3178","NEBRASKA","HOLT","DEMOCRAT",686,"6","8"
"3179","NEBRASKA","HOLT","REPUBLICAN",4769,"4","7"
"3180","NEBRASKA","HOOKER","DEMOCRAT",59,"5","9"
"3181","NEBRASKA","HOOKER","REPUBLICAN",376,"3","7"
"3182","NEBRASKA","HOWARD","DEMOCRAT",648,"6","4"
"3183","NEBRASKA","HOWARD","REPUBLICAN",2786,"2","7"
"3184","NEBRASKA","JEFFERSON","DEMOCRAT",1016,"1","0"
"3185","NEBRASKA","JEFFERSON","REPUBLICAN",2616,"2","6"
"3186","NEBRASKA","JOHNSON","DEMOCRAT",647,"6","4"
"3187","NEBRASKA","JOHNSON","REPUBLICAN",1518,"1","5"
"3188","NEBRASKA","KEARNEY","DEMOCRAT",701,"7","0"
"3189","NEBRASKA","KEARNEY","REPUBLICAN",2822,"2","8"
"3190","NEBRASKA","KEITH","DEMOCRAT",763,"7","6"
"3191","NEBRASKA","KEITH","REPUBLICAN",3544,"3","5"
"3192","NEBRASKA","KEYA PAHA","DEMOCRAT",49,"4","9"
"3193","NEBRASKA","KEYA PAHA","REPUBLICAN",476,"4","7"
"3194","NEBRASKA","KIMBALL","DEMOCRAT",268,"2","6"
"3195","NEBRASKA","KIMBALL","REPUBLICAN",1563,"1","5"
"3196","NEBRASKA","KNOX","DEMOCRAT",905,"9","0"
"3197","NEBRASKA","KNOX","REPUBLICAN",3721,"3","7"
"3198","NEBRASKA","LANCASTER","DEMOCRAT",82293,"8","2"
"3199","NEBRASKA","LANCASTER","REPUBLICAN",70092,"7","0"
"3200","NEBRASKA","LINCOLN","DEMOCRAT",3692,"3","6"
