"","state","county_name","party_simplified","votes","first_digit","second_digit"
"1","ALABAMA","AUTAUGA","DEMOCRAT",7503,"7","5"
"2","ALABAMA","AUTAUGA","REPUBLICAN",19838,"1","9"
"3","ALABAMA","BALDWIN","DEMOCRAT",24578,"2","4"
"4","ALABAMA","BALDWIN","REPUBLICAN",83544,"8","3"
"5","ALABAMA","BARBOUR","DEMOCRAT",4816,"4","8"
"6","ALABAMA","BARBOUR","REPUBLICAN",5622,"5","6"
"7","ALABAMA","BIBB","DEMOCRAT",1986,"1","9"
"8","ALABAMA","BIBB","REPUBLICAN",7525,"7","5"
"9","ALABAMA","BLOUNT","DEMOCRAT",2640,"2","6"
"10","ALABAMA","BLOUNT","REPUBLICAN",24711,"2","4"
"11","ALABAMA","BULLOCK","DEMOCRAT",3446,"3","4"
"12","ALABAMA","BULLOCK","REPUBLICAN",1146,"1","1"
"13","ALABAMA","BUTLER","DEMOCRAT",3965,"3","9"
"14","ALABAMA","BUTLER","REPUBLICAN",5458,"5","4"
"15","ALABAMA","CALHOUN","DEMOCRAT",15216,"1","5"
"16","ALABAMA","CALHOUN","REPUBLICAN",35101,"3","5"
"17","ALABAMA","CHAMBERS","DEMOCRAT",6365,"6","3"
"18","ALABAMA","CHAMBERS","REPUBLICAN",8753,"8","7"
"19","ALABAMA","CHEROKEE","DEMOCRAT",1624,"1","6"
"20","ALABAMA","CHEROKEE","REPUBLICAN",10583,"1","0"
"21","ALABAMA","CHILTON","DEMOCRAT",3073,"3","0"
"22","ALABAMA","CHILTON","REPUBLICAN",16085,"1","6"
"23","ALABAMA","CHOCTAW","DEMOCRAT",3127,"3","1"
"24","ALABAMA","CHOCTAW","REPUBLICAN",4296,"4","2"
"25","ALABAMA","CLARKE","DEMOCRAT",5755,"5","7"
"26","ALABAMA","CLARKE","REPUBLICAN",7324,"7","3"
"27","ALABAMA","CLAY","DEMOCRAT",1267,"1","2"
"28","ALABAMA","CLAY","REPUBLICAN",5601,"5","6"
"29","ALABAMA","CLEBURNE","DEMOCRAT",675,"6","7"
"30","ALABAMA","CLEBURNE","REPUBLICAN",6484,"6","4"
"31","ALABAMA","COFFEE","DEMOCRAT",5076,"5","0"
"32","ALABAMA","COFFEE","REPUBLICAN",16899,"1","6"
"33","ALABAMA","COLBERT","DEMOCRAT",8343,"8","3"
"34","ALABAMA","COLBERT","REPUBLICAN",19203,"1","9"
"35","ALABAMA","CONECUH","DEMOCRAT",2966,"2","9"
"36","ALABAMA","CONECUH","REPUBLICAN",3442,"3","4"
"37","ALABAMA","COOSA","DEMOCRAT",1796,"1","7"
"38","ALABAMA","COOSA","REPUBLICAN",3631,"3","6"
"39","ALABAMA","COVINGTON","DEMOCRAT",2721,"2","7"
"40","ALABAMA","COVINGTON","REPUBLICAN",14586,"1","4"
"41","ALABAMA","CRENSHAW","DEMOCRAT",1700,"1","7"
"42","ALABAMA","CRENSHAW","REPUBLICAN",4864,"4","8"
"43","ALABAMA","CULLMAN","DEMOCRAT",4478,"4","4"
"44","ALABAMA","CULLMAN","REPUBLICAN",36880,"3","6"
"45","ALABAMA","DALE","DEMOCRAT",5170,"5","1"
"46","ALABAMA","DALE","REPUBLICAN",14303,"1","4"
"47","ALABAMA","DALLAS","DEMOCRAT",12230,"1","2"
"48","ALABAMA","DALLAS","REPUBLICAN",5524,"5","5"
"49","ALABAMA","DEKALB","DEMOCRAT",4281,"4","2"
"50","ALABAMA","DEKALB","REPUBLICAN",24767,"2","4"
"51","ALABAMA","ELMORE","DEMOCRAT",10367,"1","0"
"52","ALABAMA","ELMORE","REPUBLICAN",30164,"3","0"
"53","ALABAMA","ESCAMBIA","DEMOCRAT",4918,"4","9"
"54","ALABAMA","ESCAMBIA","REPUBLICAN",10869,"1","0"
"55","ALABAMA","ETOWAH","DEMOCRAT",11567,"1","1"
"56","ALABAMA","ETOWAH","REPUBLICAN",35528,"3","5"
"57","ALABAMA","FAYETTE","DEMOCRAT",1395,"1","3"
"58","ALABAMA","FAYETTE","REPUBLICAN",7300,"7","3"
"59","ALABAMA","FRANKLIN","DEMOCRAT",2086,"2","0"
"60","ALABAMA","FRANKLIN","REPUBLICAN",10376,"1","0"
"61","ALABAMA","GENEVA","DEMOCRAT",1595,"1","5"
"62","ALABAMA","GENEVA","REPUBLICAN",10848,"1","0"
"63","ALABAMA","GREENE","DEMOCRAT",3884,"3","8"
"64","ALABAMA","GREENE","REPUBLICAN",875,"8","7"
"65","ALABAMA","HALE","DEMOCRAT",4663,"4","6"
"66","ALABAMA","HALE","REPUBLICAN",3192,"3","1"
"67","ALABAMA","HENRY","DEMOCRAT",2606,"2","6"
"68","ALABAMA","HENRY","REPUBLICAN",6607,"6","6"
"69","ALABAMA","HOUSTON","DEMOCRAT",12917,"1","2"
"70","ALABAMA","HOUSTON","REPUBLICAN",32618,"3","2"
"71","ALABAMA","JACKSON","DEMOCRAT",3717,"3","7"
"72","ALABAMA","JACKSON","REPUBLICAN",19670,"1","9"
"73","ALABAMA","JEFFERSON","DEMOCRAT",181688,"1","8"
"74","ALABAMA","JEFFERSON","REPUBLICAN",138843,"1","3"
"75","ALABAMA","LAMAR","DEMOCRAT",978,"9","7"
"76","ALABAMA","LAMAR","REPUBLICAN",6174,"6","1"
"77","ALABAMA","LAUDERDALE","DEMOCRAT",11915,"1","1"
"78","ALABAMA","LAUDERDALE","REPUBLICAN",31721,"3","1"
"79","ALABAMA","LAWRENCE","DEMOCRAT",3562,"3","5"
"80","ALABAMA","LAWRENCE","REPUBLICAN",12322,"1","2"
"81","ALABAMA","LEE","DEMOCRAT",27860,"2","7"
"82","ALABAMA","LEE","REPUBLICAN",42221,"4","2"
"83","ALABAMA","LIMESTONE","DEMOCRAT",13672,"1","3"
"84","ALABAMA","LIMESTONE","REPUBLICAN",34640,"3","4"
"85","ALABAMA","LOWNDES","DEMOCRAT",4972,"4","9"
"86","ALABAMA","LOWNDES","REPUBLICAN",1836,"1","8"
"87","ALABAMA","MACON","DEMOCRAT",7108,"7","1"
"88","ALABAMA","MACON","REPUBLICAN",1541,"1","5"
"89","ALABAMA","MADISON","DEMOCRAT",87286,"8","7"
"90","ALABAMA","MADISON","REPUBLICAN",102780,"1","0"
"91","ALABAMA","MARENGO","DEMOCRAT",5488,"5","4"
"92","ALABAMA","MARENGO","REPUBLICAN",5343,"5","3"
"93","ALABAMA","MARION","DEMOCRAT",1463,"1","4"
"94","ALABAMA","MARION","REPUBLICAN",12205,"1","2"
"95","ALABAMA","MARSHALL","DEMOCRAT",5943,"5","9"
"96","ALABAMA","MARSHALL","REPUBLICAN",33191,"3","3"
"97","ALABAMA","MOBILE","DEMOCRAT",79474,"7","9"
"98","ALABAMA","MOBILE","REPUBLICAN",101243,"1","0"
"99","ALABAMA","MONROE","DEMOCRAT",4455,"4","4"
"100","ALABAMA","MONROE","REPUBLICAN",6147,"6","1"
"101","ALABAMA","MONTGOMERY","DEMOCRAT",64529,"6","4"
"102","ALABAMA","MONTGOMERY","REPUBLICAN",33311,"3","3"
"103","ALABAMA","MORGAN","DEMOCRAT",13234,"1","3"
"104","ALABAMA","MORGAN","REPUBLICAN",39664,"3","9"
"105","ALABAMA","PERRY","DEMOCRAT",3860,"3","8"
"106","ALABAMA","PERRY","REPUBLICAN",1339,"1","3"
"107","ALABAMA","PICKENS","DEMOCRAT",4022,"4","0"
"108","ALABAMA","PICKENS","REPUBLICAN",5594,"5","5"
"109","ALABAMA","PIKE","DEMOCRAT",5636,"5","6"
"110","ALABAMA","PIKE","REPUBLICAN",8042,"8","0"
"111","ALABAMA","RANDOLPH","DEMOCRAT",2203,"2","2"
"112","ALABAMA","RANDOLPH","REPUBLICAN",8559,"8","5"
"113","ALABAMA","RUSSELL","DEMOCRAT",11228,"1","1"
"114","ALABAMA","RUSSELL","REPUBLICAN",9864,"9","8"
"115","ALABAMA","SHELBY","DEMOCRAT",33268,"3","3"
"116","ALABAMA","SHELBY","REPUBLICAN",79700,"7","9"
"117","ALABAMA","ST CLAIR","DEMOCRAT",7744,"7","7"
"118","ALABAMA","ST CLAIR","REPUBLICAN",36166,"3","6"
"119","ALABAMA","SUMTER","DEMOCRAT",4648,"4","6"
"120","ALABAMA","SUMTER","REPUBLICAN",1598,"1","5"
"121","ALABAMA","TALLADEGA","DEMOCRAT",13138,"1","3"
"122","ALABAMA","TALLADEGA","REPUBLICAN",22235,"2","2"
"123","ALABAMA","TALLAPOOSA","DEMOCRAT",5859,"5","8"
"124","ALABAMA","TALLAPOOSA","REPUBLICAN",14963,"1","4"
"125","ALABAMA","TUSCALOOSA","DEMOCRAT",37765,"3","7"
"126","ALABAMA","TUSCALOOSA","REPUBLICAN",51117,"5","1"
"127","ALABAMA","WALKER","DEMOCRAT",4834,"4","8"
"128","ALABAMA","WALKER","REPUBLICAN",26002,"2","6"
"129","ALABAMA","WASHINGTON","DEMOCRAT",2258,"2","2"
"130","ALABAMA","WASHINGTON","REPUBLICAN",6564,"6","5"
"131","ALABAMA","WILCOX","DEMOCRAT",4048,"4","0"
"132","ALABAMA","WILCOX","REPUBLICAN",1833,"1","8"
"133","ALABAMA","WINSTON","DEMOCRAT",974,"9","7"
"134","ALABAMA","WINSTON","REPUBLICAN",10195,"1","0"
"135","ALASKA","","DEMOCRAT",153778,"1","5"
"136","ALASKA","","REPUBLICAN",189951,"1","8"
"137","ARIZONA","APACHE","DEMOCRAT",23293,"2","3"
"138","ARIZONA","APACHE","REPUBLICAN",11442,"1","1"
"139","ARIZONA","COCHISE","DEMOCRAT",23732,"2","3"
"140","ARIZONA","COCHISE","REPUBLICAN",35557,"3","5"
"141","ARIZONA","COCONINO","DEMOCRAT",44698,"4","4"
"142","ARIZONA","COCONINO","REPUBLICAN",27052,"2","7"
"143","ARIZONA","GILA","DEMOCRAT",8943,"8","9"
"144","ARIZONA","GILA","REPUBLICAN",18377,"1","8"
"145","ARIZONA","GRAHAM","DEMOCRAT",4034,"4","0"
"146","ARIZONA","GRAHAM","REPUBLICAN",10749,"1","0"
"147","ARIZONA","GREENLEE","DEMOCRAT",1182,"1","1"
"148","ARIZONA","GREENLEE","REPUBLICAN",2433,"2","4"
"149","ARIZONA","LA PAZ","DEMOCRAT",2236,"2","2"
"150","ARIZONA","LA PAZ","REPUBLICAN",5129,"5","1"
"151","ARIZONA","MARICOPA","DEMOCRAT",1040774,"1","0"
"152","ARIZONA","MARICOPA","REPUBLICAN",995665,"9","9"
"153","ARIZONA","MOHAVE","DEMOCRAT",24831,"2","4"
"154","ARIZONA","MOHAVE","REPUBLICAN",78535,"7","8"
"155","ARIZONA","NAVAJO","DEMOCRAT",23383,"2","3"
"156","ARIZONA","NAVAJO","REPUBLICAN",27657,"2","7"
"157","ARIZONA","PIMA","DEMOCRAT",304981,"3","0"
"158","ARIZONA","PIMA","REPUBLICAN",207758,"2","0"
"159","ARIZONA","PINAL","DEMOCRAT",75106,"7","5"
"160","ARIZONA","PINAL","REPUBLICAN",107077,"1","0"
"161","ARIZONA","SANTA CRUZ","DEMOCRAT",13138,"1","3"
"162","ARIZONA","SANTA CRUZ","REPUBLICAN",6194,"6","1"
"163","ARIZONA","YAVAPAI","DEMOCRAT",49602,"4","9"
"164","ARIZONA","YAVAPAI","REPUBLICAN",91527,"9","1"
"165","ARIZONA","YUMA","DEMOCRAT",32210,"3","2"
"166","ARIZONA","YUMA","REPUBLICAN",36534,"3","6"
"167","ARKANSAS","ARKANSAS","DEMOCRAT",1818,"1","8"
"168","ARKANSAS","ARKANSAS","REPUBLICAN",4304,"4","3"
"169","ARKANSAS","ASHLEY","DEMOCRAT",2125,"2","1"
"170","ARKANSAS","ASHLEY","REPUBLICAN",5548,"5","5"
"171","ARKANSAS","BAXTER","DEMOCRAT",4635,"4","6"
"172","ARKANSAS","BAXTER","REPUBLICAN",15836,"1","5"
"173","ARKANSAS","BENTON","DEMOCRAT",42249,"4","2"
"174","ARKANSAS","BENTON","REPUBLICAN",73965,"7","3"
"175","ARKANSAS","BOONE","DEMOCRAT",3064,"3","0"
"176","ARKANSAS","BOONE","REPUBLICAN",13652,"1","3"
"177","ARKANSAS","BRADLEY","DEMOCRAT",1214,"1","2"
"178","ARKANSAS","BRADLEY","REPUBLICAN",2335,"2","3"
"179","ARKANSAS","CALHOUN","DEMOCRAT",479,"4","7"
"180","ARKANSAS","CALHOUN","REPUBLICAN",1636,"1","6"
"181","ARKANSAS","CARROLL","DEMOCRAT",4023,"4","0"
"182","ARKANSAS","CARROLL","REPUBLICAN",7424,"7","4"
"183","ARKANSAS","CHICOT","DEMOCRAT",2260,"2","2"
"184","ARKANSAS","CHICOT","REPUBLICAN",1752,"1","7"
"185","ARKANSAS","CLARK","DEMOCRAT",3438,"3","4"
"186","ARKANSAS","CLARK","REPUBLICAN",4616,"4","6"
"187","ARKANSAS","CLAY","DEMOCRAT",962,"9","6"
"188","ARKANSAS","CLAY","REPUBLICAN",4086,"4","0"
"189","ARKANSAS","CLEBURNE","DEMOCRAT",1988,"1","9"
"190","ARKANSAS","CLEBURNE","REPUBLICAN",10328,"1","0"
"191","ARKANSAS","CLEVELAND","DEMOCRAT",651,"6","5"
"192","ARKANSAS","CLEVELAND","REPUBLICAN",2867,"2","8"
"193","ARKANSAS","COLUMBIA","DEMOCRAT",2814,"2","8"
"194","ARKANSAS","COLUMBIA","REPUBLICAN",5500,"5","5"
"195","ARKANSAS","CONWAY","DEMOCRAT",2615,"2","6"
"196","ARKANSAS","CONWAY","REPUBLICAN",5694,"5","6"
"197","ARKANSAS","CRAIGHEAD","DEMOCRAT",11921,"1","1"
"198","ARKANSAS","CRAIGHEAD","REPUBLICAN",25558,"2","5"
"199","ARKANSAS","CRAWFORD","DEMOCRAT",4959,"4","9"
"200","ARKANSAS","CRAWFORD","REPUBLICAN",18607,"1","8"
"201","ARKANSAS","CRITTENDEN","DEMOCRAT",8514,"8","5"
"202","ARKANSAS","CRITTENDEN","REPUBLICAN",7333,"7","3"
"203","ARKANSAS","CROSS","DEMOCRAT",1772,"1","7"
"204","ARKANSAS","CROSS","REPUBLICAN",4946,"4","9"
"205","ARKANSAS","DALLAS","DEMOCRAT",963,"9","6"
"206","ARKANSAS","DALLAS","REPUBLICAN",1573,"1","5"
"207","ARKANSAS","DESHA","DEMOCRAT",2016,"2","0"
"208","ARKANSAS","DESHA","REPUBLICAN",1921,"1","9"
"209","ARKANSAS","DREW","DEMOCRAT",2426,"2","4"
"210","ARKANSAS","DREW","REPUBLICAN",4349,"4","3"
"211","ARKANSAS","FAULKNER","DEMOCRAT",18347,"1","8"
"212","ARKANSAS","FAULKNER","REPUBLICAN",34421,"3","4"
"213","ARKANSAS","FRANKLIN","DEMOCRAT",1300,"1","3"
"214","ARKANSAS","FRANKLIN","REPUBLICAN",5677,"5","6"
"215","ARKANSAS","FULTON","DEMOCRAT",1035,"1","0"
"216","ARKANSAS","FULTON","REPUBLICAN",3961,"3","9"
"217","ARKANSAS","GARLAND","DEMOCRAT",14045,"1","4"
"218","ARKANSAS","GARLAND","REPUBLICAN",29069,"2","9"
"219","ARKANSAS","GRANT","DEMOCRAT",1268,"1","2"
"220","ARKANSAS","GRANT","REPUBLICAN",6794,"6","7"
"221","ARKANSAS","GREENE","DEMOCRAT",3058,"3","0"
"222","ARKANSAS","GREENE","REPUBLICAN",12670,"1","2"
"223","ARKANSAS","HEMPSTEAD","DEMOCRAT",2138,"2","1"
"224","ARKANSAS","HEMPSTEAD","REPUBLICAN",4470,"4","4"
"225","ARKANSAS","HOT SPRING","DEMOCRAT",3082,"3","0"
"226","ARKANSAS","HOT SPRING","REPUBLICAN",9202,"9","2"
"227","ARKANSAS","HOWARD","DEMOCRAT",1340,"1","3"
"228","ARKANSAS","HOWARD","REPUBLICAN",3367,"3","3"
"229","ARKANSAS","INDEPENDENCE","DEMOCRAT",2806,"2","8"
"230","ARKANSAS","INDEPENDENCE","REPUBLICAN",11250,"1","1"
"231","ARKANSAS","IZARD","DEMOCRAT",1021,"1","0"
"232","ARKANSAS","IZARD","REPUBLICAN",4631,"4","6"
"233","ARKANSAS","JACKSON","DEMOCRAT",1365,"1","3"
"234","ARKANSAS","JACKSON","REPUBLICAN",3593,"3","5"
"235","ARKANSAS","JEFFERSON","DEMOCRAT",14981,"1","4"
"236","ARKANSAS","JEFFERSON","REPUBLICAN",9521,"9","5"
"237","ARKANSAS","JOHNSON","DEMOCRAT",2283,"2","2"
"238","ARKANSAS","JOHNSON","REPUBLICAN",6938,"6","9"
"239","ARKANSAS","LAFAYETTE","DEMOCRAT",839,"8","3"
"240","ARKANSAS","LAFAYETTE","REPUBLICAN",1757,"1","7"
"241","ARKANSAS","LAWRENCE","DEMOCRAT",1080,"1","0"
"242","ARKANSAS","LAWRENCE","REPUBLICAN",4569,"4","5"
"243","ARKANSAS","LEE","DEMOCRAT",1423,"1","4"
"244","ARKANSAS","LEE","REPUBLICAN",1286,"1","2"
"245","ARKANSAS","LINCOLN","DEMOCRAT",1032,"1","0"
"246","ARKANSAS","LINCOLN","REPUBLICAN",2729,"2","7"
"247","ARKANSAS","LITTLE RIVER","DEMOCRAT",1226,"1","2"
"248","ARKANSAS","LITTLE RIVER","REPUBLICAN",3715,"3","7"
"249","ARKANSAS","LOGAN","DEMOCRAT",1544,"1","5"
"250","ARKANSAS","LOGAN","REPUBLICAN",6441,"6","4"
"251","ARKANSAS","LONOKE","DEMOCRAT",6686,"6","6"
"252","ARKANSAS","LONOKE","REPUBLICAN",22884,"2","2"
"253","ARKANSAS","MADISON","DEMOCRAT",1563,"1","5"
"254","ARKANSAS","MADISON","REPUBLICAN",5658,"5","6"
"255","ARKANSAS","MARION","DEMOCRAT",1531,"1","5"
"256","ARKANSAS","MARION","REPUBLICAN",5783,"5","7"
"257","ARKANSAS","MILLER","DEMOCRAT",4245,"4","2"
"258","ARKANSAS","MILLER","REPUBLICAN",11920,"1","1"
"259","ARKANSAS","MISSISSIPPI","DEMOCRAT",4558,"4","5"
"260","ARKANSAS","MISSISSIPPI","REPUBLICAN",7296,"7","2"
"261","ARKANSAS","MONROE","DEMOCRAT",1147,"1","1"
"262","ARKANSAS","MONROE","REPUBLICAN",1545,"1","5"
"263","ARKANSAS","MONTGOMERY","DEMOCRAT",731,"7","3"
"264","ARKANSAS","MONTGOMERY","REPUBLICAN",3046,"3","0"
"265","ARKANSAS","NEVADA","DEMOCRAT",1076,"1","0"
"266","ARKANSAS","NEVADA","REPUBLICAN",2133,"2","1"
"267","ARKANSAS","NEWTON","DEMOCRAT",709,"7","0"
"268","ARKANSAS","NEWTON","REPUBLICAN",3192,"3","1"
"269","ARKANSAS","OUACHITA","DEMOCRAT",3995,"3","9"
"270","ARKANSAS","OUACHITA","REPUBLICAN",5294,"5","2"
"271","ARKANSAS","PERRY","DEMOCRAT",1012,"1","0"
"272","ARKANSAS","PERRY","REPUBLICAN",3479,"3","4"
"273","ARKANSAS","PHILLIPS","DEMOCRAT",3623,"3","6"
"274","ARKANSAS","PHILLIPS","REPUBLICAN",2417,"2","4"
"275","ARKANSAS","PIKE","DEMOCRAT",644,"6","4"
"276","ARKANSAS","PIKE","REPUBLICAN",3519,"3","5"
"277","ARKANSAS","POINSETT","DEMOCRAT",1424,"1","4"
"278","ARKANSAS","POINSETT","REPUBLICAN",5918,"5","9"
"279","ARKANSAS","POLK","DEMOCRAT",1246,"1","2"
"280","ARKANSAS","POLK","REPUBLICAN",7035,"7","0"
"281","ARKANSAS","POPE","DEMOCRAT",5772,"5","7"
"282","ARKANSAS","POPE","REPUBLICAN",18081,"1","8"
"283","ARKANSAS","PRAIRIE","DEMOCRAT",654,"6","5"
"284","ARKANSAS","PRAIRIE","REPUBLICAN",2786,"2","7"
"285","ARKANSAS","PULASKI","DEMOCRAT",101947,"1","0"
"286","ARKANSAS","PULASKI","REPUBLICAN",63687,"6","3"
"287","ARKANSAS","RANDOLPH","DEMOCRAT",1215,"1","2"
"288","ARKANSAS","RANDOLPH","REPUBLICAN",5355,"5","3"
"289","ARKANSAS","SALINE","DEMOCRAT",16060,"1","6"
"290","ARKANSAS","SALINE","REPUBLICAN",39556,"3","9"
"291","ARKANSAS","SCOTT","DEMOCRAT",483,"4","8"
"292","ARKANSAS","SCOTT","REPUBLICAN",2962,"2","9"
"293","ARKANSAS","SEARCY","DEMOCRAT",588,"5","8"
"294","ARKANSAS","SEARCY","REPUBLICAN",3365,"3","3"
"295","ARKANSAS","SEBASTIAN","DEMOCRAT",14487,"1","4"
"296","ARKANSAS","SEBASTIAN","REPUBLICAN",31198,"3","1"
"297","ARKANSAS","SEVIER","DEMOCRAT",1116,"1","1"
"298","ARKANSAS","SEVIER","REPUBLICAN",3884,"3","8"
"299","ARKANSAS","SHARP","DEMOCRAT",1398,"1","3"
"300","ARKANSAS","SHARP","REPUBLICAN",5938,"5","9"
"301","ARKANSAS","ST FRANCIS","DEMOCRAT",3604,"3","6"
"302","ARKANSAS","ST FRANCIS","REPUBLICAN",3242,"3","2"
"303","ARKANSAS","STONE","DEMOCRAT",1180,"1","1"
"304","ARKANSAS","STONE","REPUBLICAN",4616,"4","6"
"305","ARKANSAS","UNION","DEMOCRAT",5584,"5","5"
"306","ARKANSAS","UNION","REPUBLICAN",10478,"1","0"
"307","ARKANSAS","VAN BUREN","DEMOCRAT",1593,"1","5"
"308","ARKANSAS","VAN BUREN","REPUBLICAN",6034,"6","0"
"309","ARKANSAS","WASHINGTON","DEMOCRAT",43824,"4","3"
"310","ARKANSAS","WASHINGTON","REPUBLICAN",47504,"4","7"
"311","ARKANSAS","WHITE","DEMOCRAT",5978,"5","9"
"312","ARKANSAS","WHITE","REPUBLICAN",24182,"2","4"
"313","ARKANSAS","WOODRUFF","DEMOCRAT",856,"8","5"
"314","ARKANSAS","WOODRUFF","REPUBLICAN",1543,"1","5"
"315","ARKANSAS","YELL","DEMOCRAT",1284,"1","2"
"316","ARKANSAS","YELL","REPUBLICAN",5226,"5","2"
"317","CALIFORNIA","ALAMEDA","DEMOCRAT",617659,"6","1"
"318","CALIFORNIA","ALAMEDA","REPUBLICAN",136309,"1","3"
"319","CALIFORNIA","ALPINE","DEMOCRAT",476,"4","7"
"320","CALIFORNIA","ALPINE","REPUBLICAN",244,"2","4"
"321","CALIFORNIA","AMADOR","DEMOCRAT",8153,"8","1"
"322","CALIFORNIA","AMADOR","REPUBLICAN",13585,"1","3"
"323","CALIFORNIA","BUTTE","DEMOCRAT",50815,"5","0"
"324","CALIFORNIA","BUTTE","REPUBLICAN",48819,"4","8"
"325","CALIFORNIA","CALAVERAS","DEMOCRAT",10046,"1","0"
"326","CALIFORNIA","CALAVERAS","REPUBLICAN",16518,"1","6"
"327","CALIFORNIA","COLUSA","DEMOCRAT",3239,"3","2"
"328","CALIFORNIA","COLUSA","REPUBLICAN",4559,"4","5"
"329","CALIFORNIA","CONTRA COSTA","DEMOCRAT",416386,"4","1"
"330","CALIFORNIA","CONTRA COSTA","REPUBLICAN",152877,"1","5"
"331","CALIFORNIA","DEL NORTE","DEMOCRAT",4677,"4","6"
"332","CALIFORNIA","DEL NORTE","REPUBLICAN",6461,"6","4"
"333","CALIFORNIA","EL DORADO","DEMOCRAT",51621,"5","1"
"334","CALIFORNIA","EL DORADO","REPUBLICAN",61838,"6","1"
"335","CALIFORNIA","FRESNO","DEMOCRAT",193025,"1","9"
"336","CALIFORNIA","FRESNO","REPUBLICAN",164464,"1","6"
"337","CALIFORNIA","GLENN","DEMOCRAT",3995,"3","9"
"338","CALIFORNIA","GLENN","REPUBLICAN",7063,"7","0"
"339","CALIFORNIA","HUMBOLDT","DEMOCRAT",44768,"4","4"
"340","CALIFORNIA","HUMBOLDT","REPUBLICAN",21770,"2","1"
"341","CALIFORNIA","IMPERIAL","DEMOCRAT",34678,"3","4"
"342","CALIFORNIA","IMPERIAL","REPUBLICAN",20847,"2","0"
"343","CALIFORNIA","INYO","DEMOCRAT",4634,"4","6"
"344","CALIFORNIA","INYO","REPUBLICAN",4620,"4","6"
"345","CALIFORNIA","KERN","DEMOCRAT",133366,"1","3"
"346","CALIFORNIA","KERN","REPUBLICAN",164484,"1","6"
"347","CALIFORNIA","KINGS","DEMOCRAT",18699,"1","8"
"348","CALIFORNIA","KINGS","REPUBLICAN",24072,"2","4"
"349","CALIFORNIA","LAKE","DEMOCRAT",14941,"1","4"
"350","CALIFORNIA","LAKE","REPUBLICAN",13123,"1","3"
"351","CALIFORNIA","LASSEN","DEMOCRAT",2799,"2","7"
"352","CALIFORNIA","LASSEN","REPUBLICAN",8970,"8","9"
"353","CALIFORNIA","LOS ANGELES","DEMOCRAT",3028885,"3","0"
"354","CALIFORNIA","LOS ANGELES","REPUBLICAN",1145530,"1","1"
"355","CALIFORNIA","MADERA","DEMOCRAT",23168,"2","3"
"356","CALIFORNIA","MADERA","REPUBLICAN",29378,"2","9"
"357","CALIFORNIA","MARIN","DEMOCRAT",128288,"1","2"
"358","CALIFORNIA","MARIN","REPUBLICAN",24612,"2","4"
"359","CALIFORNIA","MARIPOSA","DEMOCRAT",4088,"4","0"
"360","CALIFORNIA","MARIPOSA","REPUBLICAN",5950,"5","9"
"361","CALIFORNIA","MENDOCINO","DEMOCRAT",28782,"2","8"
"362","CALIFORNIA","MENDOCINO","REPUBLICAN",13267,"1","3"
"363","CALIFORNIA","MERCED","DEMOCRAT",48991,"4","8"
"364","CALIFORNIA","MERCED","REPUBLICAN",39397,"3","9"
"365","CALIFORNIA","MODOC","DEMOCRAT",1150,"1","1"
"366","CALIFORNIA","MODOC","REPUBLICAN",3109,"3","1"
"367","CALIFORNIA","MONO","DEMOCRAT",4013,"4","0"
"368","CALIFORNIA","MONO","REPUBLICAN",2513,"2","5"
"369","CALIFORNIA","MONTEREY","DEMOCRAT",113953,"1","1"
"370","CALIFORNIA","MONTEREY","REPUBLICAN",46299,"4","6"
"371","CALIFORNIA","NAPA","DEMOCRAT",49817,"4","9"
"372","CALIFORNIA","NAPA","REPUBLICAN",20676,"2","0"
"373","CALIFORNIA","NEVADA","DEMOCRAT",36359,"3","6"
"374","CALIFORNIA","NEVADA","REPUBLICAN",26779,"2","6"
"375","CALIFORNIA","ORANGE","DEMOCRAT",814009,"8","1"
"376","CALIFORNIA","ORANGE","REPUBLICAN",676498,"6","7"
"377","CALIFORNIA","PLACER","DEMOCRAT",106869,"1","0"
"378","CALIFORNIA","PLACER","REPUBLICAN",122488,"1","2"
"379","CALIFORNIA","PLUMAS","DEMOCRAT",4561,"4","5"
"380","CALIFORNIA","PLUMAS","REPUBLICAN",6445,"6","4"
"381","CALIFORNIA","RIVERSIDE","DEMOCRAT",528340,"5","2"
"382","CALIFORNIA","RIVERSIDE","REPUBLICAN",449144,"4","4"
"383","CALIFORNIA","SACRAMENTO","DEMOCRAT",440808,"4","4"
"384","CALIFORNIA","SACRAMENTO","REPUBLICAN",259405,"2","5"
"385","CALIFORNIA","SAN BENITO","DEMOCRAT",17628,"1","7"
"386","CALIFORNIA","SAN BENITO","REPUBLICAN",10590,"1","0"
"387","CALIFORNIA","SAN BERNARDINO","DEMOCRAT",455859,"4","5"
"388","CALIFORNIA","SAN BERNARDINO","REPUBLICAN",366257,"3","6"
"389","CALIFORNIA","SAN DIEGO","DEMOCRAT",964650,"9","6"
"390","CALIFORNIA","SAN DIEGO","REPUBLICAN",600094,"6","0"
"391","CALIFORNIA","SAN FRANCISCO","DEMOCRAT",378156,"3","7"
"392","CALIFORNIA","SAN FRANCISCO","REPUBLICAN",56417,"5","6"
"393","CALIFORNIA","SAN JOAQUIN","DEMOCRAT",161137,"1","6"
"394","CALIFORNIA","SAN JOAQUIN","REPUBLICAN",121098,"1","2"
"395","CALIFORNIA","SAN LUIS OBISPO","DEMOCRAT",88310,"8","8"
